category,topic,level,word_es,translation_ru,source
Дом,Кухня,B2,tetera,чайник,Claude (proespanol.ru)
Дом,Кухня,B1,agarraderas,прихватка,Claude (proespanol.ru)
Дом,Кухня,B2,alcuza,масленка (для растительного масла),Claude (proespanol.ru)
Дом,Кухня,B1,asadera,жаровня,Claude (proespanol.ru)
Дом,Кухня,B1,asador,жаровня,Claude (proespanol.ru)
Дом,Кухня,A2,destapador,открывалка (для бутылок),Claude (proespanol.ru)
Дом,Кухня,B1,encimera,рабочая поверхность стола,Claude (proespanol.ru)
Дом,Кухня,A2,estufa,кухонная плита,Claude (proespanol.ru)
Дом,Кухня,A2,frutero,блюдо для фруктов,Claude (proespanol.ru)
Дом,Кухня,B1,hornilla,конфорка плиты,Claude (proespanol.ru)
Дом,Кухня,A2,lavaplatos,посудомоечная машина,Claude (proespanol.ru)
Дом,Кухня,A2,panera,хлебница (тарелка для хлеба),Claude (proespanol.ru)
Дом,Кухня,A2,termo,термос,Claude (proespanol.ru)
Дом,Мебель,A2,armario,шкаф,пользователь
Дом,Мебель,A2,cama,кровать,пользователь
Дом,Мебель,A2,cómoda,комод,пользователь
Дом,Мебель,A2,escritorio,письменный стол,пользователь
Дом,Мебель,A2,estantería,"полка, стеллаж",пользователь
Дом,Мебель,A2,lavabo,раковина,пользователь
Дом,Мебель,A2,litera,двухъярусная кровать,пользователь
Дом,Мебель,A2,mesa,стол,пользователь
Дом,Мебель,A2,mesilla de noche,тумбочка,пользователь
Дом,Мебель,A2,silla,стул,пользователь
Дом,Мебель,A2,sillón,кресло,пользователь
Дом,Мебель,A2,sofá,диван,пользователь
Дом,Мебель,A2,taburete,табурет,пользователь
Дом,Недвижимость,A1,Agencia inmobiliaria,Агентство недвижимости,Claude (proespanol.ru)
Дом,Недвижимость,A1,Agente de préstamos,Кредитный брокер,Claude (proespanol.ru)
Дом,Недвижимость,A1,Alquiler,Аренда,Claude (proespanol.ru)
Дом,Недвижимость,A1,Alquiler con opción a comprar,Аренда с правом выкупа,Claude (proespanol.ru)
Дом,Недвижимость,A1,Alquiler de vacaciones,аренда Краткосрочная,Claude (proespanol.ru)
Дом,Недвижимость,A1,Alquiler para todo el año,аренда Долгосрочная (на год и более),Claude (proespanol.ru)
Дом,Недвижимость,A1,Certificado bancario,Банковская справка,Claude (proespanol.ru)
Дом,Недвижимость,A1,Comisión,Комиссия,Claude (proespanol.ru)
Дом,Недвижимость,A1,Compra,Покупка,Claude (proespanol.ru)
Дом,Недвижимость,A1,Comunidad,Кондоминиум,Claude (proespanol.ru)
Дом,Недвижимость,A1,Contrato,Договор,Claude (proespanol.ru)
Дом,Недвижимость,A1,Contrato de alquiler,Договор аренды,Claude (proespanol.ru)
Дом,Недвижимость,A1,Contrato de participación de capital de construcción,Договор долевого участия в строительстве,Claude (proespanol.ru)
Дом,Недвижимость,A1,Contrato de trabajo,Трудовой договор (для предоставления ипотеки),Claude (proespanol.ru)
Дом,Недвижимость,A1,Distribución,Планировка,Claude (proespanol.ru)
Дом,Недвижимость,A1,Duracíon de estancia,Срок пребывания,Claude (proespanol.ru)
Дом,Недвижимость,A1,Edificio,Здание,Claude (proespanol.ru)
Дом,Недвижимость,A1,Entrada,Первоначальный вступительный взнос при покупке недвижимости,Claude (proespanol.ru)
Дом,Недвижимость,A1,Estado,Состояние,Claude (proespanol.ru)
Дом,Недвижимость,A1,Exterior,Внешний,Claude (proespanol.ru)
Дом,Недвижимость,A1,Fecha de firma,Дата подписания,Claude (proespanol.ru)
Дом,Недвижимость,A1,Finca rústica,Земельный участок сельскохозяйственного назначения,Claude (proespanol.ru)
Дом,Недвижимость,A1,Finca urbana,Земельный участок городского назначения,Claude (proespanol.ru)
Дом,Недвижимость,A1,Interes anual,Годовой процент,Claude (proespanol.ru)
Дом,Недвижимость,A1,Interes fijo,Фиксированная процентная ставка,Claude (proespanol.ru)
Дом,Недвижимость,A1,Interior,Внутренний,Claude (proespanol.ru)
Дом,Недвижимость,A1,Justificante de pago,"Документ, подтверждающий платеж",Claude (proespanol.ru)
Дом,Недвижимость,A1,Local (comercial),Коммерческое / торговое помещение,Claude (proespanol.ru)
Дом,Недвижимость,A1,Lujo,Люкс,Claude (proespanol.ru)
Дом,Недвижимость,A1,Memoria de calidad,Сертификат качества,Claude (proespanol.ru)
Дом,Недвижимость,A1,Mercado primario,Первичный рынок,Claude (proespanol.ru)
Дом,Недвижимость,A1,Mercado secundario,Вторичный рынок,Claude (proespanol.ru)
Дом,Недвижимость,A1,Municipio,Муниципалитет,Claude (proespanol.ru)
Дом,Недвижимость,A1,NIE – Número de identidad de extranjero,Идентификационный номер иностранца,Claude (proespanol.ru)
Дом,Недвижимость,A1,Número catastral,Кадастровый номер,Claude (proespanol.ru)
Дом,Недвижимость,A1,Obra nueva,Новое жилье,Claude (proespanol.ru)
Дом,Недвижимость,A1,Pago,Оплата,Claude (proespanol.ru)
Дом,Недвижимость,A1,Pago mensual,Ежемесячная плата,Claude (proespanol.ru)
Дом,Недвижимость,A1,Pasaporte,Паспорт,Claude (proespanol.ru)
Дом,Недвижимость,A1,Plano,"План, планировка",Claude (proespanol.ru)
Дом,Недвижимость,A1,Planta,Этаж,Claude (proespanol.ru)
Дом,Недвижимость,A1,Plaza de parking,Парковочное место,Claude (proespanol.ru)
Дом,Недвижимость,A1,Población,Населенный пункт,Claude (proespanol.ru)
Дом,Недвижимость,A1,Poder,Доверенность,Claude (proespanol.ru)
Дом,Недвижимость,A1,Propiedad,Собственность,Claude (proespanol.ru)
Дом,Недвижимость,A1,Propietario,Владелец,Claude (proespanol.ru)
Дом,Недвижимость,A1,Proyecto,Проект,Claude (proespanol.ru)
Дом,Недвижимость,A1,Residencia privada,Частная резиденция,Claude (proespanol.ru)
Дом,Недвижимость,A1,Sertificado de la empresa,Справка с места работы,Claude (proespanol.ru)
Дом,Недвижимость,A1,Servicio postventa,Постпродажный сервис,Claude (proespanol.ru)
Дом,Недвижимость,A1,Solar,"Участок под застройку, фундамент",Claude (proespanol.ru)
Дом,Недвижимость,A1,Solicitud del préstamo hipotecario,Заявление на предоставление ипотечного кредита,Claude (proespanol.ru)
Дом,Недвижимость,A1,Superficie,Площадь (жилья/земельного участка),Claude (proespanol.ru)
Дом,Недвижимость,A1,Superficie construida,Общая строительная площадь,Claude (proespanol.ru)
Дом,Недвижимость,A1,Superficie útil,Полезная площадь,Claude (proespanol.ru)
Дом,Недвижимость,A1,Tipo de propiedad,Тип недвижимости,Claude (proespanol.ru)
Дом,Недвижимость,A1,Traductor,Переводчик,Claude (proespanol.ru)
Дом,Недвижимость,A1,Traductor jurado,Присяжный переводчик,Claude (proespanol.ru)
Дом,Недвижимость,A2,Ampliación,кредит Расширение (кредита),Claude (proespanol.ru)
Дом,Недвижимость,A2,Apertura,кредит (Открытие),Claude (proespanol.ru)
Дом,Недвижимость,A2,Calendario de amortización,кредит План погашения кредита,Claude (proespanol.ru)
Дом,Недвижимость,A2,Comprador,Покупатель,Claude (proespanol.ru)
Дом,Недвижимость,A2,Copia simple,Простая копия,Claude (proespanol.ru)
Дом,Недвижимость,A2,Cuota mensual,Месячная квота,Claude (proespanol.ru)
Дом,Недвижимость,A2,Descuento,"Дисконт, скидка",Claude (proespanol.ru)
Дом,Недвижимость,A2,Dueño,Владелец,Claude (proespanol.ru)
Дом,Недвижимость,A2,Entidad financiera,Финансовая организация,Claude (proespanol.ru)
Дом,Недвижимость,A2,Entrega de llaves,Вручение ключей,Claude (proespanol.ru)
Дом,Недвижимость,A2,Escritura,Нотариальный акт,Claude (proespanol.ru)
Дом,Недвижимость,A2,Escritura de compraventa,Нотариальная купчая,Claude (proespanol.ru)
Дом,Недвижимость,A2,Escritura hipotecaria,"Акт предоставления ипотечного кредита, оформленный нотариально",Claude (proespanol.ru)
Дом,Недвижимость,A2,Extracto bancario,Выписка с банковского счета,Claude (proespanol.ru)
Дом,Недвижимость,A2,Gestor,Управляющий,Claude (proespanol.ru)
Дом,Недвижимость,A2,Hipoteca,Ипотека,Claude (proespanol.ru)
Дом,Недвижимость,A2,Nota Simple Informativa,Простая выписка из Реестра собственности,Claude (proespanol.ru)
Дом,Недвижимость,A2,"Orientación (sur, norte, este, oeste)",Ориентация жилья,Claude (proespanol.ru)
Дом,Недвижимость,A2,Parcela,Земельный участок,Claude (proespanol.ru)
Дом,Недвижимость,A2,Plazo,Срок,Claude (proespanol.ru)
Дом,Недвижимость,A2,Primera linea,Первая линия,Claude (proespanol.ru)
Дом,Недвижимость,A2,Registro de propiedad,Реестр собственности,Claude (proespanol.ru)
Дом,Недвижимость,A2,Rendimiento,Доходность,Claude (proespanol.ru)
Дом,Недвижимость,A2,Terreno,Земельный участок,Claude (proespanol.ru)
Дом,Недвижимость,A2,Titular,"Владелец, держатель",Claude (proespanol.ru)
Дом,Недвижимость,B1,Arquitecto,Архитектор,Claude (proespanol.ru)
Дом,Недвижимость,B1,Asesor,"Асессор, консультант",Claude (proespanol.ru)
Дом,Недвижимость,B1,Banco,Банк,Claude (proespanol.ru)
Дом,Недвижимость,B1,Declaración de renta,Декларация о доходах,Claude (proespanol.ru)
Дом,Недвижимость,B1,Depósito,Депозит (договор о внесении задатка),Claude (proespanol.ru)
Дом,Недвижимость,B1,Deuda,Задолженность,Claude (proespanol.ru)
Дом,Недвижимость,B1,Disponibilidad,Доступность,Claude (proespanol.ru)
Дом,Недвижимость,B1,Disponibilidad inmediata,Жилье доступно в настоящий момент,Claude (proespanol.ru)
Дом,Недвижимость,B1,Gastos,Расходы,Claude (proespanol.ru)
Дом,Недвижимость,B1,Gastos de comunidad,Расходы на оплату кондоминиума,Claude (proespanol.ru)
Дом,Недвижимость,B1,Inmobiliaria,Строительная фирма,Claude (proespanol.ru)
Дом,Недвижимость,B1,Intermediario,Посредник,Claude (proespanol.ru)
Дом,Недвижимость,B1,Oferta,Спецпредложение,Claude (proespanol.ru)
Дом,Недвижимость,B1,Piso piloto,Пилотная квартира,Claude (proespanol.ru)
Дом,Недвижимость,B1,Suma Gestión Tributaria,Налоговый департамент,Claude (proespanol.ru)
Дом,Недвижимость,B1,Tasa de apertura,Плата за открытие кредита,Claude (proespanol.ru)
Дом,Недвижимость,B1,Transferencia bancaria,Банковский перевод,Claude (proespanol.ru)
Дом,Недвижимость,B2,Inmueble comercial,Коммерческая недвижимость,Claude (proespanol.ru)
Дом,Недвижимость,B2,Inquilino,Жилец (арендатор),Claude (proespanol.ru)
Дом,Недвижимость,B2,Interes variable,Плавающая процентная ставка,Claude (proespanol.ru)
Дом,Недвижимость,B2,Loft,Лофт,Claude (proespanol.ru)
Дом,Недвижимость,B2,Notario,Нотариус,Claude (proespanol.ru)
Дом,Недвижимость,B2,Traspaso,Продажа бизнеса,Claude (proespanol.ru)
Дом,Недвижимость,C1,Aval,"Авал, банковская гарантия",Claude (proespanol.ru)
Дом,Недвижимость,C1,Cancelación de préstamo,кредит Досрочное погашение кредита,Claude (proespanol.ru)
Дом,Недвижимость,C1,Crédito,Кредит,Claude (proespanol.ru)
Дом,Недвижимость,C1,Cuenta bancaria,Банковский счет,Claude (proespanol.ru)
Дом,Недвижимость,C1,Cuenta hipotecaria,Ипотечный счет,Claude (proespanol.ru)
Дом,Недвижимость,C1,Factura,"Фактура, счет",Claude (proespanol.ru)
Дом,Недвижимость,C1,Factura de agua,Счет за воду,Claude (proespanol.ru)
Дом,Недвижимость,C1,Factura de electricidad,Счет за электроэнергию,Claude (proespanol.ru)
Дом,Недвижимость,C1,Factura de Internet,Счет за Интернет,Claude (proespanol.ru)
Дом,Недвижимость,C1,Factura de teléfono,Счет за телефон,Claude (proespanol.ru)
Дом,Недвижимость,C1,Fianza,Залог (при аренде),Claude (proespanol.ru)
Дом,Недвижимость,C1,IBI – Impuesto sobre Bienes Inmuebles,Налог на недвижимость,Claude (proespanol.ru)
Дом,Недвижимость,C1,Impuesto,Налог,Claude (proespanol.ru)
Дом,Недвижимость,C1,IVA – Impuesto sobre valor añadido,Налог на добавленную стоимость,Claude (proespanol.ru)
Дом,Недвижимость,C1,Promotor,Застройщик,Claude (proespanol.ru)
Дом,Недвижимость,C1,Préstamo,"Ссуда, заём",Claude (proespanol.ru)
Дом,Недвижимость,C1,Saldo de deuda,Остаток задолженности,Claude (proespanol.ru)
Дом,Недвижимость,C1,Segunda linea,Вторая линия,Claude (proespanol.ru)
Дом,Недвижимость,C1,Segunda mano,Вторичное,Claude (proespanol.ru)
Дом,Недвижимость,C1,Amortización,кредит Погашение (кредита),Claude (proespanol.ru)
Дом,Недвижимость,C1,Arras,Договор резервирования объекта недвижимости,Claude (proespanol.ru)
Дом,Недвижимость,B2,Arrendador,Арендодатель,Claude (proespanol.ru)
Дом,Недвижимость,B2,Arrendatario,"Арендатор, съёмщик",Claude (proespanol.ru)
Дом,Недвижимость,B2,Asesoria jurídica,Юридическое сопровождение,Claude (proespanol.ru)
Дом,Недвижимость,B2,Domiciliar,Привязать к банковскому счету,Claude (proespanol.ru)
Дом,Недвижимость,B2,Empadronamiento (sertificado),Справка о регистрации по месту жительства,Claude (proespanol.ru)
Дом,Недвижимость,B1,Equipado,Оборудованный,Claude (proespanol.ru)
Дом,Недвижимость,C1,EURIBOR,Еврибор,Claude (proespanol.ru)
Дом,Недвижимость,B2,Formalización,Официальное подписание,Claude (proespanol.ru)
Дом,Недвижимость,C1,Interes devengado,Начисленные проценты,Claude (proespanol.ru)
Дом,Недвижимость,B2,Subarendamiento,Субаренда,Claude (proespanol.ru)
Дом,Недвижимость,C1,Subrogación,Суброгация / Переоформление кредита,Claude (proespanol.ru)
Дом,Недвижимость,B2,Tasación,Оценка,Claude (proespanol.ru)
Дом,Недвижимость,C1,Tasador acreditado,Аккредитованный оценщик,Claude (proespanol.ru)
Дом,Недвижимость,C1,Tradución jurada,Присяжный перевод,Claude (proespanol.ru)
Дом,Спальня,A1,"el cuadro, la pintura",картина,Claude (proespanol.ru)
Дом,Спальня,A1,el cómodo,комод,Claude (proespanol.ru)
Дом,Спальня,A1,el dormitorio,спальня,Claude (proespanol.ru)
Дом,Спальня,A1,el espejo,зеркало,Claude (proespanol.ru)
Дом,Спальня,A1,la caja,ящик,Claude (proespanol.ru)
Дом,Спальня,A1,la ropa de cama,постельный комплект,Claude (proespanol.ru)
Дом,Спальня,A2,apagar la luz,"гасить, тушить (огонь, свет)",Claude (proespanol.ru)
Дом,Спальня,A2,el armario,шкаф,Claude (proespanol.ru)
Дом,Спальня,A2,el despertador,будильник,Claude (proespanol.ru)
Дом,Спальня,A2,el tapiz,ковер (настенный),Claude (proespanol.ru)
Дом,Спальня,A2,la alfombra,коврик (для пола),Claude (proespanol.ru)
Дом,Спальня,A2,la almohada,подушка,Claude (proespanol.ru)
Дом,Спальня,A2,la bombilla,лампочка,Claude (proespanol.ru)
Дом,Спальня,A2,la cama,кровать,Claude (proespanol.ru)
Дом,Спальня,A2,la lámpara,лампа,Claude (proespanol.ru)
Дом,Спальня,A2,la lámpara de pared,бра,Claude (proespanol.ru)
Дом,Спальня,A2,la lámpara de pie,торшер,Claude (proespanol.ru)
Дом,Спальня,A2,la manta,одеяло,Claude (proespanol.ru)
Дом,Спальня,A2,la manta de viaje,плед,Claude (proespanol.ru)
Дом,Спальня,A2,la sábana,простыня,Claude (proespanol.ru)
Дом,Спальня,B1,el candil,"светильник, лампада",Claude (proespanol.ru)
Дом,Спальня,B1,el cesto,корзина,Claude (proespanol.ru)
Дом,Спальня,B1,el colchón,матрас,Claude (proespanol.ru)
Дом,Спальня,B1,la pantalla,абажур,Claude (proespanol.ru)
Дом,Спальня,B2,el interruptor,выключатель,Claude (proespanol.ru)
Дом,Спальня,B1,la colcha,покрывало,Claude (proespanol.ru)
Дом,Спальня,B2,la frisa,байковое одеяло,Claude (proespanol.ru)
Дом,Столовая,A1,cosas del té,чайная посуда,Claude (proespanol.ru)
Дом,Столовая,A1,juego de té (café),чайный (кофейный) сервиз,Claude (proespanol.ru)
Дом,Столовая,A1,llama,пламя,Claude (proespanol.ru)
Дом,Столовая,A1,poner la mesa,подавать к столу,Claude (proespanol.ru)
Дом,Столовая,A1,servicio,сервиз,Claude (proespanol.ru)
Дом,Столовая,A1,servir la mesa,накрывать на стол,Claude (proespanol.ru)
Дом,Столовая,A1,taza,чашка,Claude (proespanol.ru)
Дом,Столовая,A1,utensilios de cocina,кухонная посуда,Claude (proespanol.ru)
Дом,Столовая,A1,vela,свеча,Claude (proespanol.ru)
Дом,Столовая,A2,bandeja,поднос,Claude (proespanol.ru)
Дом,Столовая,A2,copa de vino,бокал для вина (рюмка),Claude (proespanol.ru)
Дом,Столовая,A2,cristal,хрусталь,Claude (proespanol.ru)
Дом,Столовая,A2,cuchara,ложка,Claude (proespanol.ru)
Дом,Столовая,A2,cuchara sopera,столовая ложка,Claude (proespanol.ru)
Дом,Столовая,A2,cucharadita,чайная ложка,Claude (proespanol.ru)
Дом,Столовая,A2,cuchillo,нож,Claude (proespanol.ru)
Дом,Столовая,A2,jarra para leche,молочник,Claude (proespanol.ru)
Дом,Столовая,A2,jarra para vino,графин для вина,Claude (proespanol.ru)
Дом,Столовая,A2,lámpara chandelier,люстра,Claude (proespanol.ru)
Дом,Столовая,A2,mantel,скатерть,Claude (proespanol.ru)
Дом,Столовая,A2,mesa,стол,Claude (proespanol.ru)
Дом,Столовая,A2,plato,тарелка,Claude (proespanol.ru)
Дом,Столовая,A2,"plato hondo, sopero",глубокая тарелка,Claude (proespanol.ru)
Дом,Столовая,A2,plato llano,мелкая тарелка,Claude (proespanol.ru)
Дом,Столовая,A2,servilleta,салфетка,Claude (proespanol.ru)
Дом,Столовая,A2,silla,стул,Claude (proespanol.ru)
Дом,Столовая,A2,tenedor,вилка,Claude (proespanol.ru)
Дом,Столовая,A2,vajilla,посуда,Claude (proespanol.ru)
Дом,Столовая,A2,vajilla de porcelana,посуда из фарфора,Claude (proespanol.ru)
Дом,Столовая,A2,vaso,стакан стеклянный,Claude (proespanol.ru)
Дом,Столовая,A2,vitrina,стеклянный шкаф,Claude (proespanol.ru)
Дом,Столовая,B1,cafetera,кофейник,Claude (proespanol.ru)
Дом,Столовая,B1,garrafa,графин,Claude (proespanol.ru)
Дом,Столовая,B1,platillo,блюдце,Claude (proespanol.ru)
Дом,Столовая,B2,azucarero,сахарница,Claude (proespanol.ru)
Дом,Столовая,B2,cubiertos,столовые приборы,Claude (proespanol.ru)
Дом,Столовая,B2,ensaladera,салатница,Claude (proespanol.ru)
Дом,Столовая,B2,pimentero,перечница,Claude (proespanol.ru)
Дом,Столовая,B2,salero,солонка,Claude (proespanol.ru)
Дом,Столовая,B2,tetera,чайник,Claude (proespanol.ru)
Дом,Столовая,C1,cristalería,стеклянная посуда,Claude (proespanol.ru)
Дом,Столовая,B1,aparador,"буфет, сервант",Claude (proespanol.ru)
Дом,Столовая,B1,candelabro,подсвечник,Claude (proespanol.ru)
Дом,Столовая,A2,jarro,кувшин,Claude (proespanol.ru)
Дом,Столовая,B2,vinagrera,уксусница,Claude (proespanol.ru)
Дом,Столовые приборы,A1,la taza,кружка,Claude (proespanol.ru)
Дом,Столовые приборы,A1,la taza de café,кофейная чашка,Claude (proespanol.ru)
Дом,Столовые приборы,A1,la taza de té,чайная чашка,Claude (proespanol.ru)
Дом,Столовые приборы,A2,bandeja,поднос,пользователь
Дом,Столовые приборы,A2,copa,бокал,пользователь
Дом,Столовые приборы,A2,cuchara,ложка,пользователь
Дом,Столовые приборы,A2,cuchillo,нож,пользователь
Дом,Столовые приборы,A2,el cuchillo,нож,Claude (proespanol.ru)
Дом,Столовые приборы,A2,el plato,мелкая тарелка,Claude (proespanol.ru)
Дом,Столовые приборы,A2,el plato del pan,пирожковая тарелка,Claude (proespanol.ru)
Дом,Столовые приборы,A2,el plato llano,порционная тарелка,Claude (proespanol.ru)
Дом,Столовые приборы,A2,el plato sopero,суповая тарелка,Claude (proespanol.ru)
Дом,Столовые приборы,A2,el tenedor,вилка,Claude (proespanol.ru)
Дом,Столовые приборы,A2,el vaso,стакан,Claude (proespanol.ru)
Дом,Столовые приборы,A2,fuente,блюдо (для подачи),пользователь
Дом,Столовые приборы,A2,jarra,кувшин,пользователь
Дом,Столовые приборы,A2,la copa de vino,бокал,Claude (proespanol.ru)
Дом,Столовые приборы,A2,la cuchara,десертная ложка,Claude (proespanol.ru)
Дом,Столовые приборы,A2,la cuchara sopera,столовая ложка,Claude (proespanol.ru)
Дом,Столовые приборы,A2,la jarra,кувшин,Claude (proespanol.ru)
Дом,Столовые приборы,A2,la servilleta,салфетка,Claude (proespanol.ru)
Дом,Столовые приборы,A2,mantel,скатерть,пользователь
Дом,Столовые приборы,A2,plato,тарелка,пользователь
Дом,Столовые приборы,A2,servilleta,салфетка,пользователь
Дом,Столовые приборы,A2,tenedor,вилка,пользователь
Дом,Столовые приборы,A2,vaso,стакан,пользователь
Дом,Столовые приборы,B1,la cafetera de émbolo,кофейник,Claude (proespanol.ru)
Дом,Столовые приборы,B2,azucarero,сахарница,пользователь
Дом,Столовые приборы,B2,cubiertos,столовые приборы,пользователь
Дом,Столовые приборы,B2,cucharilla,чайная ложка,пользователь
Дом,Столовые приборы,B2,cuenco,миска,пользователь
Дом,Столовые приборы,B2,el bol,глубокая тарелка,Claude (proespanol.ru)
Дом,Столовые приборы,B2,juego de té,чайный сервиз,пользователь
Дом,Столовые приборы,B2,la cucharilla de café,чайная ложка,Claude (proespanol.ru)
Дом,Столовые приборы,B2,la tetera,заварочный чайник,Claude (proespanol.ru)
Дом,Столовые приборы,B2,pimentero,перечница,пользователь
Дом,Столовые приборы,B2,plato de postre,десертная тарелка,пользователь
Дом,Столовые приборы,B2,posavasos,подставка под стакан,пользователь
Дом,Столовые приборы,B2,salero,солонка,пользователь
Дом,Столовые приборы,B2,salvamantel,подставка под горячее,пользователь
Дом,Столовые приборы,B2,tetera,заварочный чайник,пользователь
Дом,Столовые приборы,C1,el cubierto,столовые приборы,Claude (proespanol.ru)
Дом,Столовые приборы,C1,la cristalería,стеклянная посуда,Claude (proespanol.ru)
Дом,Столовые приборы,B1,el servilletero,кольцо для салфетки,Claude (proespanol.ru)
Дом,Столовые приборы,B1,la huevera,подставка для яйца,Claude (proespanol.ru)
Дом,Хозяйственные товары,B2,abrebotellas,открывалка для бутылок,пользователь
Дом,Хозяйственные товары,B2,bol,миска,пользователь
Дом,Хозяйственные товары,B2,colador,ситечко,пользователь
Дом,Хозяйственные товары,B2,embudo,воронка,пользователь
Дом,Хозяйственные товары,B2,escurreplatos,сушилка для посуды,пользователь
Дом,Хозяйственные товары,B2,espumadera,шумовка,пользователь
Дом,Хозяйственные товары,B2,espátula,лопатка,пользователь
Дом,Хозяйственные товары,B2,manopla,прихватка,пользователь
Дом,Хозяйственные товары,B2,molde,форма (для выпечки),пользователь
Дом,Хозяйственные товары,B2,nanas,металлическая мочалка,пользователь
Дом,Хозяйственные товары,B2,olla a presión,скороварка,пользователь
Дом,Хозяйственные товары,B2,pasapurés,толкушка,пользователь
Дом,Хозяйственные товары,B2,prensa de ajos,чесночный пресс,пользователь
Дом,Хозяйственные товары,B2,rodillo,скалка,пользователь
Дом,Хозяйственные товары,B2,tabla de cortar,разделочная доска,пользователь
Досуг и спорт,Досуг,A1,el baile,танец,Claude (proespanol.ru)
Досуг и спорт,Досуг,A1,el camping,кемпинг,Claude (proespanol.ru)
Досуг и спорт,Досуг,A1,el cine,кино,Claude (proespanol.ru)
Досуг и спорт,Досуг,A1,el dibujo,рисунок,Claude (proespanol.ru)
Досуг и спорт,Досуг,A1,el guía turística,гид,Claude (proespanol.ru)
Досуг и спорт,Досуг,A1,el monumento,памятник,Claude (proespanol.ru)
Досуг и спорт,Досуг,A1,el museo,музей,Claude (proespanol.ru)
Досуг и спорт,Досуг,A1,el ocio,досуг,Claude (proespanol.ru)
Досуг и спорт,Досуг,A1,el parque,парк,Claude (proespanol.ru)
Досуг и спорт,Досуг,A1,el teatro,театр,Claude (proespanol.ru)
Досуг и спорт,Досуг,A1,el turismo,туризм,Claude (proespanol.ru)
Досуг и спорт,Досуг,A1,el turista,турист,Claude (proespanol.ru)
Досуг и спорт,Досуг,A1,el viaje,путешествие,Claude (proespanol.ru)
Досуг и спорт,Досуг,A1,la canción,песня,Claude (proespanol.ru)
Досуг и спорт,Досуг,A1,la entrada,билет,Claude (proespanol.ru)
Досуг и спорт,Досуг,A1,la escultura,скульптура,Claude (proespanol.ru)
Досуг и спорт,Досуг,A1,la excursión,экскурсия,Claude (proespanol.ru)
Досуг и спорт,Досуг,A1,la música,музыка,Claude (proespanol.ru)
Досуг и спорт,Досуг,A1,la película,фильм,Claude (proespanol.ru)
Досуг и спорт,Досуг,A1,la pintura,живопись,Claude (proespanol.ru)
Досуг и спорт,Досуг,A1,la ópera,опера,Claude (proespanol.ru)
Досуг и спорт,Досуг,A1,tienda de campaña,палатка,Claude (proespanol.ru)
Досуг и спорт,Досуг,A2,el ajedrez,шахматы,Claude (proespanol.ru)
Досуг и спорт,Досуг,A2,el ballet,балет,Claude (proespanol.ru)
Досуг и спорт,Досуг,A2,el casino,казино,Claude (proespanol.ru)
Досуг и спорт,Досуг,A2,la playa,пляж,Claude (proespanol.ru)
Досуг и спорт,Досуг,B1,el concierto,концерт,Claude (proespanol.ru)
Досуг и спорт,Досуг,B1,el zoológico,зоопарк,Claude (proespanol.ru)
Досуг и спорт,Досуг,B1,la exposición,выставка,Claude (proespanol.ru)
Досуг и спорт,Досуг,B1,labor de punto,вязание,Claude (proespanol.ru)
Досуг и спорт,Досуг,A1,el (los) juegos,игры,Claude (proespanol.ru)
Досуг и спорт,Досуг,A2,el domino,домино,Claude (proespanol.ru)
Досуг и спорт,Досуг,B1,la cerámicа,керамика,Claude (proespanol.ru)
Досуг и спорт,Досуг,A2,la damas,шашки,Claude (proespanol.ru)
Досуг и спорт,Досуг,A2,los naipes,карты,Claude (proespanol.ru)
Досуг и спорт,Музыкальные инструменты,B1,batería,ударные (барабаны),пользователь
Досуг и спорт,Музыкальные инструменты,B1,cello,виолончель,пользователь
Досуг и спорт,Музыкальные инструменты,B1,clave,клавесин,пользователь
Досуг и спорт,Музыкальные инструменты,B1,contrabajo,контрабас,пользователь
Досуг и спорт,Музыкальные инструменты,B1,flauta dulce,блокфлейта,пользователь
Досуг и спорт,Музыкальные инструменты,B1,flauta travesera,поперечная флейта,пользователь
Досуг и спорт,Музыкальные инструменты,B1,gaita,волынка,пользователь
Досуг и спорт,Музыкальные инструменты,B1,laúd,лютня,пользователь
Досуг и спорт,Музыкальные инструменты,B1,pandereta,бубен,пользователь
Досуг и спорт,Музыкальные инструменты,B1,tambor,барабан,пользователь
Досуг и спорт,Музыкальные инструменты,B1,teclado,клавишные (синтезатор),пользователь
Досуг и спорт,Музыкальные инструменты,B1,trompa,валторна,пользователь
Досуг и спорт,Музыкальные инструменты,B1,trompeta,труба,пользователь
Досуг и спорт,Музыкальные инструменты,B1,viola,альт,пользователь
Досуг и спорт,Музыкальные инструменты,B1,violín,скрипка,пользователь
Досуг и спорт,Олимпиада,A1,batir el récord mundial,побить мировой рекорд,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,correr,бегать,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,el béisbol,бейсбол,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,el estadio olímpico,Олимпийский стадион,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,el hockey sobre hierba,хоккей на траве,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,el pentatlón moderno,современное пятиборье,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,"el salto con garrocha, el salto con pértiga",прыжки с шестом,Claude (proespanol.ru)
